nt_pos	gene	log2_ratio	compare	scope
1152	MSMEG_0001	0.0387581765307882	conAtc2connoAtc	CDS_Known_highConfi
1573	MSMEG_0001	-0.0273675738682117	conAtc2connoAtc	CDS_Known_highConfi
1652	MSMEG_0001	0.0512148002943525	conAtc2connoAtc	CDS_Known_highConfi
1656	MSMEG_0001	0.0217636580317987	conAtc2connoAtc	CDS_Known_highConfi
2294	MSMEG_0002	-0.118121555156375	conAtc2connoAtc	CDS_Known_highConfi
4041	MSMEG_0004	-0.101095780766498	conAtc2connoAtc	CDS_Known_highConfi
4161	MSMEG_0004	-0.0820737584862125	conAtc2connoAtc	CDS_Known_highConfi
5135	MSMEG_0005	0.145567518594288	conAtc2connoAtc	CDS_Known_highConfi
9876	MSMEG_0007	-0.103132488257497	conAtc2connoAtc	CDS_Known_highConfi
45232	MSMEG_0024	0.00192432337977635	conAtc2connoAtc	CDS_Known_highConfi
61668	MSMEG_0044	0.206783616298512	conAtc2connoAtc	CDS_Known_highConfi
61964	MSMEG_0044	-0.106878305809314	conAtc2connoAtc	CDS_Known_highConfi
62493	MSMEG_0044	-0.0142803730145438	conAtc2connoAtc	CDS_Known_highConfi
62705	MSMEG_0044	-0.0523250122819346	conAtc2connoAtc	CDS_Known_highConfi
65950	MSMEG_0045	0.23950761163206	conAtc2connoAtc	CDS_Known_highConfi
69940	MSMEG_0050	-0.123040496703692	conAtc2connoAtc	CDS_Known_highConfi
75889	MSMEG_0055	-0.0103255934333033	conAtc2connoAtc	CDS_Known_highConfi
76100	MSMEG_0055	0.0241281125394635	conAtc2connoAtc	CDS_Known_highConfi
76485	MSMEG_0056	0.188318340815535	conAtc2connoAtc	CDS_Known_highConfi
82442	MSMEG_0061	0.0753856802592269	conAtc2connoAtc	CDS_Known_highConfi
82915	MSMEG_0061	0.155017048827248	conAtc2connoAtc	CDS_Known_highConfi
83037	MSMEG_0061	0.0414431246811227	conAtc2connoAtc	CDS_Known_highConfi
83497	MSMEG_0062	-0.329555574645163	conAtc2connoAtc	CDS_Known_highConfi
83776	MSMEG_0062	0.0984608296653651	conAtc2connoAtc	CDS_Known_highConfi
86881	MSMEG_0064	0.248981209347863	conAtc2connoAtc	CDS_Known_highConfi
86899	MSMEG_0064	0.0774316162832229	conAtc2connoAtc	CDS_Known_highConfi
88273	MSMEG_0067	0.0207266559660766	conAtc2connoAtc	CDS_Known_highConfi
93439	MSMEG_0071	0.111686890086948	conAtc2connoAtc	CDS_Known_highConfi
93473	MSMEG_0071	0.0794789203521705	conAtc2connoAtc	CDS_Known_highConfi
93517	MSMEG_0071	0.0992560731484281	conAtc2connoAtc	CDS_Known_highConfi
93524	MSMEG_0071	0.0959011005971175	conAtc2connoAtc	CDS_Known_highConfi
94569	MSMEG_0071	0.00909366756994824	conAtc2connoAtc	CDS_Known_highConfi
