nt_pos	gene	log2_ratio	compare	scope
48326	MSMEG_0028	0.199094230556771	conAtc2connoAtc	CDS_Known_medConfi
48767	MSMEG_0028	0.0915047391437087	conAtc2connoAtc	CDS_Known_medConfi
48840	MSMEG_0028	-0.101943254095621	conAtc2connoAtc	CDS_Known_medConfi
48946	MSMEG_0028	-0.0176474863701519	conAtc2connoAtc	CDS_Known_medConfi
48991	MSMEG_0028	-0.0544337770879249	conAtc2connoAtc	CDS_Known_medConfi
49161	MSMEG_0028	-0.175622771146424	conAtc2connoAtc	CDS_Known_medConfi
49271	MSMEG_0028	-0.0354178992373781	conAtc2connoAtc	CDS_Known_medConfi
49881	MSMEG_0028	-0.0841738853913872	conAtc2connoAtc	CDS_Known_medConfi
49941	MSMEG_0028	-0.084699991844683	conAtc2connoAtc	CDS_Known_medConfi
50144	MSMEG_0030	-0.0426722249424513	conAtc2connoAtc	CDS_Known_medConfi
50224	MSMEG_0030	-0.0252071882580889	conAtc2connoAtc	CDS_Known_medConfi
50282	MSMEG_0030	-0.117769716979011	conAtc2connoAtc	CDS_Known_medConfi
50425	MSMEG_0030	-0.0952011974252274	conAtc2connoAtc	CDS_Known_medConfi
50582	MSMEG_0030	-0.105199946085067	conAtc2connoAtc	CDS_Known_medConfi
50618	MSMEG_0030	-0.10398092337446	conAtc2connoAtc	CDS_Known_medConfi
50652	MSMEG_0030	-0.0125871620795575	conAtc2connoAtc	CDS_Known_medConfi
51038	MSMEG_0030	0.0680032203443447	conAtc2connoAtc	CDS_Known_medConfi
51179	MSMEG_0030	-0.0777776555735972	conAtc2connoAtc	CDS_Known_medConfi
51592	MSMEG_0031	0.000498622502988914	conAtc2connoAtc	CDS_Known_medConfi
51720	MSMEG_0031	0.0804474902834418	conAtc2connoAtc	CDS_Known_medConfi
51747	MSMEG_0031	-0.0476596888635396	conAtc2connoAtc	CDS_Known_medConfi
51777	MSMEG_0031	-0.070690879452675	conAtc2connoAtc	CDS_Known_medConfi
52207	MSMEG_0031	-0.203052845914783	conAtc2connoAtc	CDS_Known_medConfi
52286	MSMEG_0031	-0.220179097155408	conAtc2connoAtc	CDS_Known_medConfi
52491	MSMEG_0031	0.00524696390694068	conAtc2connoAtc	CDS_Known_medConfi
52773	MSMEG_0031	-0.0121634796676557	conAtc2connoAtc	CDS_Known_medConfi
53531	MSMEG_0032	0.00717979898831442	conAtc2connoAtc	CDS_Known_medConfi
53825	MSMEG_0032	-0.0622629847083663	conAtc2connoAtc	CDS_Known_medConfi
54264	MSMEG_0032	0.0475862158543598	conAtc2connoAtc	CDS_Known_medConfi
54347	MSMEG_0033	0.118136069997153	conAtc2connoAtc	CDS_Known_medConfi
54366	MSMEG_0033	0.100386736956528	conAtc2connoAtc	CDS_Known_medConfi
54433	MSMEG_0033	0.277272322820597	conAtc2connoAtc	CDS_Known_medConfi
54634	MSMEG_0033	0.0133816506347075	conAtc2connoAtc	CDS_Known_medConfi
54972	MSMEG_0033	-0.181394934267956	conAtc2connoAtc	CDS_Known_medConfi
55031	MSMEG_0033	0.0040640503259141	conAtc2connoAtc	CDS_Known_medConfi
55087	MSMEG_0033	-0.0130598109980905	conAtc2connoAtc	CDS_Known_medConfi
55123	MSMEG_0033	-0.0349629917329684	conAtc2connoAtc	CDS_Known_medConfi
55255	MSMEG_0033	0.0504616622271332	conAtc2connoAtc	CDS_Known_medConfi
55268	MSMEG_0033	0.0519859744538354	conAtc2connoAtc	CDS_Known_medConfi
55285	MSMEG_0033	0.0789671208505294	conAtc2connoAtc	CDS_Known_medConfi
55348	MSMEG_0033	0.0146601189301554	conAtc2connoAtc	CDS_Known_medConfi
55403	MSMEG_0033	-0.0273631439434719	conAtc2connoAtc	CDS_Known_medConfi
55533	MSMEG_0033	0.0313888463304403	conAtc2connoAtc	CDS_Known_medConfi
56953	MSMEG_0035	-0.134604767802424	conAtc2connoAtc	CDS_Known_medConfi
56990	MSMEG_0035	-0.197174686973448	conAtc2connoAtc	CDS_Known_medConfi
