nt_pos	gene	log2_ratio	compare	scope
1455	MSMEG_0001	-0.0217127159209599	EKDAtc2EKDnoAtc	CDS_Known_medConfi
1493	MSMEG_0001	-0.0628715880765387	EKDAtc2EKDnoAtc	CDS_Known_medConfi
1505	MSMEG_0001	0.000882521213074626	EKDAtc2EKDnoAtc	CDS_Known_medConfi
1649	MSMEG_0001	-0.0140327429211899	EKDAtc2EKDnoAtc	CDS_Known_medConfi
1663	MSMEG_0001	-0.0684035764816785	EKDAtc2EKDnoAtc	CDS_Known_medConfi
1666	MSMEG_0001	-0.0911135688235633	EKDAtc2EKDnoAtc	CDS_Known_medConfi
5127	MSMEG_0005	0.0211344450607751	EKDAtc2EKDnoAtc	CDS_Known_medConfi
5265	MSMEG_0005	0.0221624556716881	EKDAtc2EKDnoAtc	CDS_Known_medConfi
5377	MSMEG_0005	-0.0400379160207577	EKDAtc2EKDnoAtc	CDS_Known_medConfi
6652	MSMEG_0006	0.259441226353919	EKDAtc2EKDnoAtc	CDS_Known_medConfi
6926	MSMEG_0006	0.00771615260866623	EKDAtc2EKDnoAtc	CDS_Known_medConfi
8195	MSMEG_0006	0.0672596881347012	EKDAtc2EKDnoAtc	CDS_Known_medConfi
9502	MSMEG_0007	-1.06518448970558	EKDAtc2EKDnoAtc	CDS_Known_medConfi
9515	MSMEG_0007	-1.05531528531703	EKDAtc2EKDnoAtc	CDS_Known_medConfi
9568	MSMEG_0007	-1.2172171330081	EKDAtc2EKDnoAtc	CDS_Known_medConfi
45242	MSMEG_0024	-0.467362031637191	EKDAtc2EKDnoAtc	CDS_Known_medConfi
47914	MSMEG_0029	0.0194610780732428	EKDAtc2EKDnoAtc	CDS_Known_medConfi
61748	MSMEG_0044	0.7806521836646	EKDAtc2EKDnoAtc	CDS_Known_medConfi
61816	MSMEG_0044	0.1488148996902	EKDAtc2EKDnoAtc	CDS_Known_medConfi
61856	MSMEG_0044	-0.0377728863620197	EKDAtc2EKDnoAtc	CDS_Known_medConfi
65035	MSMEG_0045	0.418787097850559	EKDAtc2EKDnoAtc	CDS_Known_medConfi
65788	MSMEG_0045	-0.33278334193267	EKDAtc2EKDnoAtc	CDS_Known_medConfi
66051	MSMEG_0046	0.521007195524443	EKDAtc2EKDnoAtc	CDS_Known_medConfi
66361	MSMEG_0046	-0.0359396758010401	EKDAtc2EKDnoAtc	CDS_Known_medConfi
66425	MSMEG_0046	-0.0143189513671277	EKDAtc2EKDnoAtc	CDS_Known_medConfi
66438	MSMEG_0046	-0.276600890723082	EKDAtc2EKDnoAtc	CDS_Known_medConfi
71214	MSMEG_0052	0.508533267859525	EKDAtc2EKDnoAtc	CDS_Known_medConfi
76105	MSMEG_0055	-0.185473062002144	EKDAtc2EKDnoAtc	CDS_Known_medConfi
76217	MSMEG_0056	-0.232709833124865	EKDAtc2EKDnoAtc	CDS_Known_medConfi
76288	MSMEG_0056	-0.0231535345637717	EKDAtc2EKDnoAtc	CDS_Known_medConfi
76438	MSMEG_0056	0.303165301916462	EKDAtc2EKDnoAtc	CDS_Known_medConfi
76450	MSMEG_0056	0.313304213126942	EKDAtc2EKDnoAtc	CDS_Known_medConfi
77688	MSMEG_0058	0.0197477031717412	EKDAtc2EKDnoAtc	CDS_Known_medConfi
79484	MSMEG_0059	0.0504018057767441	EKDAtc2EKDnoAtc	CDS_Known_medConfi
79636	MSMEG_0059	-0.217890107177753	EKDAtc2EKDnoAtc	CDS_Known_medConfi
79679	MSMEG_0060	-0.489930359335744	EKDAtc2EKDnoAtc	CDS_Known_medConfi
80438	MSMEG_0060	0.236479175908997	EKDAtc2EKDnoAtc	CDS_Known_medConfi
80675	MSMEG_0060	0.0160384880037651	EKDAtc2EKDnoAtc	CDS_Known_medConfi
80731	MSMEG_0060	0.208545602087544	EKDAtc2EKDnoAtc	CDS_Known_medConfi
80939	MSMEG_0060	0.142208703568571	EKDAtc2EKDnoAtc	CDS_Known_medConfi
81093	MSMEG_0061	-0.176670812688763	EKDAtc2EKDnoAtc	CDS_Known_medConfi
81281	MSMEG_0061	-0.283818175215344	EKDAtc2EKDnoAtc	CDS_Known_medConfi
81860	MSMEG_0061	0.41742329584213	EKDAtc2EKDnoAtc	CDS_Known_medConfi
82145	MSMEG_0061	-0.0718476321739899	EKDAtc2EKDnoAtc	CDS_Known_medConfi
82303	MSMEG_0061	-0.437038914419818	EKDAtc2EKDnoAtc	CDS_Known_medConfi
82594	MSMEG_0061	-0.105422735837025	EKDAtc2EKDnoAtc	CDS_Known_medConfi
83027	MSMEG_0061	0.0366900342314435	EKDAtc2EKDnoAtc	CDS_Known_medConfi
84093	MSMEG_0062	0.13075091964638	EKDAtc2EKDnoAtc	CDS_Known_medConfi
84161	MSMEG_0062	-0.172370302359767	EKDAtc2EKDnoAtc	CDS_Known_medConfi
84976	MSMEG_0062	-0.186214720995843	EKDAtc2EKDnoAtc	CDS_Known_medConfi
85054	MSMEG_0062	-0.20355556081006	EKDAtc2EKDnoAtc	CDS_Known_medConfi
85981	MSMEG_0064	0.0320456851197125	EKDAtc2EKDnoAtc	CDS_Known_medConfi
86296	MSMEG_0064	0.296302006314949	EKDAtc2EKDnoAtc	CDS_Known_medConfi
86472	MSMEG_0064	0.0712118331756388	EKDAtc2EKDnoAtc	CDS_Known_medConfi
86676	MSMEG_0064	-0.0590475435714738	EKDAtc2EKDnoAtc	CDS_Known_medConfi
86824	MSMEG_0064	0.193476173478809	EKDAtc2EKDnoAtc	CDS_Known_medConfi
86827	MSMEG_0064	0.254523527062188	EKDAtc2EKDnoAtc	CDS_Known_medConfi
86833	MSMEG_0064	0.300392927054168	EKDAtc2EKDnoAtc	CDS_Known_medConfi
87293	MSMEG_0065	0.155393143669239	EKDAtc2EKDnoAtc	CDS_Known_medConfi
87797	MSMEG_0067	-0.47263855270262	EKDAtc2EKDnoAtc	CDS_Known_medConfi
88368	MSMEG_0067	0.275727329202944	EKDAtc2EKDnoAtc	CDS_Known_medConfi
91222	MSMEG_0069	0.072293297585631	EKDAtc2EKDnoAtc	CDS_Known_medConfi
91264	MSMEG_0069	0.179867346823488	EKDAtc2EKDnoAtc	CDS_Known_medConfi
91301	MSMEG_0069	0.0427369331886498	EKDAtc2EKDnoAtc	CDS_Known_medConfi
93478	MSMEG_0071	0.135264950515215	EKDAtc2EKDnoAtc	CDS_Known_medConfi
93539	MSMEG_0071	-0.0154781041426458	EKDAtc2EKDnoAtc	CDS_Known_medConfi
94137	MSMEG_0071	0.153367314820822	EKDAtc2EKDnoAtc	CDS_Known_medConfi
94189	MSMEG_0071	0.232915391928985	EKDAtc2EKDnoAtc	CDS_Known_medConfi
94558	MSMEG_0071	-0.176146243057541	EKDAtc2EKDnoAtc	CDS_Known_medConfi
94563	MSMEG_0071	-0.245803000008336	EKDAtc2EKDnoAtc	CDS_Known_medConfi
94643	MSMEG_0071	-0.255499133056167	EKDAtc2EKDnoAtc	CDS_Known_medConfi
94652	MSMEG_0071	-0.245522312982501	EKDAtc2EKDnoAtc	CDS_Known_medConfi
94883	MSMEG_0071	-0.887413660160973	EKDAtc2EKDnoAtc	CDS_Known_medConfi
100961	MSMEG_0076	-0.0235281677061994	EKDAtc2EKDnoAtc	CDS_Known_medConfi
100994	MSMEG_0076	-0.00830570246900661	EKDAtc2EKDnoAtc	CDS_Known_medConfi
113666	MSMEG_0089	-0.304401556153874	EKDAtc2EKDnoAtc	CDS_Known_medConfi
118586	MSMEG_0093	-0.078651782838253	EKDAtc2EKDnoAtc	CDS_Known_medConfi
