nt_pos	gene	log2_ratio	compare	scope
42269	MSMEG_0020	-0.155403298002737	EKDAtc2EKDnoAtc	CDS_Known_highConfi
48333	MSMEG_0028	0.190635747764467	EKDAtc2EKDnoAtc	CDS_Known_highConfi
48534	MSMEG_0028	-0.262874841160017	EKDAtc2EKDnoAtc	CDS_Known_highConfi
49467	MSMEG_0028	0.380053154012842	EKDAtc2EKDnoAtc	CDS_Known_highConfi
50046	MSMEG_0028	-0.351098114192446	EKDAtc2EKDnoAtc	CDS_Known_highConfi
50153	MSMEG_0030	-0.482582965469041	EKDAtc2EKDnoAtc	CDS_Known_highConfi
50158	MSMEG_0030	-0.447786964612921	EKDAtc2EKDnoAtc	CDS_Known_highConfi
50237	MSMEG_0030	-0.395928370965929	EKDAtc2EKDnoAtc	CDS_Known_highConfi
50361	MSMEG_0030	-0.134496361337528	EKDAtc2EKDnoAtc	CDS_Known_highConfi
50386	MSMEG_0030	0.0767123411219775	EKDAtc2EKDnoAtc	CDS_Known_highConfi
51727	MSMEG_0031	0.294686991333177	EKDAtc2EKDnoAtc	CDS_Known_highConfi
51759	MSMEG_0031	0.394396147290391	EKDAtc2EKDnoAtc	CDS_Known_highConfi
51823	MSMEG_0031	0.453429154560042	EKDAtc2EKDnoAtc	CDS_Known_highConfi
51965	MSMEG_0031	0.0318779045867651	EKDAtc2EKDnoAtc	CDS_Known_highConfi
54152	MSMEG_0032	-0.0702422775271837	EKDAtc2EKDnoAtc	CDS_Known_highConfi
54332	MSMEG_0033	0.0190243390495074	EKDAtc2EKDnoAtc	CDS_Known_highConfi
54353	MSMEG_0033	0.269550267235386	EKDAtc2EKDnoAtc	CDS_Known_highConfi
54518	MSMEG_0033	-0.195430826642632	EKDAtc2EKDnoAtc	CDS_Known_highConfi
54829	MSMEG_0033	0.036001699414636	EKDAtc2EKDnoAtc	CDS_Known_highConfi
55296	MSMEG_0033	0.0089579063139469	EKDAtc2EKDnoAtc	CDS_Known_highConfi
67849	MSMEG_0047	-0.144452993932467	EKDAtc2EKDnoAtc	CDS_Known_highConfi
73760	MSMEG_0053	-0.740538632755169	EKDAtc2EKDnoAtc	CDS_Known_highConfi
73855	MSMEG_0053	-0.0187844873018349	EKDAtc2EKDnoAtc	CDS_Known_highConfi
73865	MSMEG_0053	0.106469130078367	EKDAtc2EKDnoAtc	CDS_Known_highConfi
101816	MSMEG_0077	0.10433093919631	EKDAtc2EKDnoAtc	CDS_Known_highConfi
101843	MSMEG_0077	0.128786846712027	EKDAtc2EKDnoAtc	CDS_Known_highConfi
101992	MSMEG_0077	-0.197826015154828	EKDAtc2EKDnoAtc	CDS_Known_highConfi
102156	MSMEG_0078	0.0474111105968551	EKDAtc2EKDnoAtc	CDS_Known_highConfi
102274	MSMEG_0078	-0.0918490224404815	EKDAtc2EKDnoAtc	CDS_Known_highConfi
102373	MSMEG_0078	-0.144706449285017	EKDAtc2EKDnoAtc	CDS_Known_highConfi
102418	MSMEG_0078	-0.175912989257329	EKDAtc2EKDnoAtc	CDS_Known_highConfi
102533	MSMEG_0078	-0.00394152410458837	EKDAtc2EKDnoAtc	CDS_Known_highConfi
102566	MSMEG_0078	-0.100426210659962	EKDAtc2EKDnoAtc	CDS_Known_highConfi
102625	MSMEG_0078	0.107512819021754	EKDAtc2EKDnoAtc	CDS_Known_highConfi
104675	MSMEG_0082	-0.223423273162561	EKDAtc2EKDnoAtc	CDS_Known_highConfi
104681	MSMEG_0082	-0.249071109628911	EKDAtc2EKDnoAtc	CDS_Known_highConfi
104684	MSMEG_0082	-0.243204629841147	EKDAtc2EKDnoAtc	CDS_Known_highConfi
104692	MSMEG_0082	-0.184293575784724	EKDAtc2EKDnoAtc	CDS_Known_highConfi
104733	MSMEG_0082	-0.23974392002471	EKDAtc2EKDnoAtc	CDS_Known_highConfi
104783	MSMEG_0082	-0.0938123650057729	EKDAtc2EKDnoAtc	CDS_Known_highConfi
106204	MSMEG_0083	-0.483510466154633	EKDAtc2EKDnoAtc	CDS_Known_highConfi
106263	MSMEG_0083	-0.143883239757149	EKDAtc2EKDnoAtc	CDS_Known_highConfi
106462	MSMEG_0083	0.352495490826791	EKDAtc2EKDnoAtc	CDS_Known_highConfi
107873	MSMEG_0085	-0.577104242577094	EKDAtc2EKDnoAtc	CDS_Known_highConfi
107932	MSMEG_0085	0.115757203750772	EKDAtc2EKDnoAtc	CDS_Known_highConfi
107975	MSMEG_0085	0.00491356188058467	EKDAtc2EKDnoAtc	CDS_Known_highConfi
108004	MSMEG_0085	-0.50394032093492	EKDAtc2EKDnoAtc	CDS_Known_highConfi
108902	MSMEG_0085	0.0646752476056481	EKDAtc2EKDnoAtc	CDS_Known_highConfi
108908	MSMEG_0085	0.056093349949684	EKDAtc2EKDnoAtc	CDS_Known_highConfi
109028	MSMEG_0085	0.0507818552784277	EKDAtc2EKDnoAtc	CDS_Known_highConfi
109044	MSMEG_0085	0.116217085132011	EKDAtc2EKDnoAtc	CDS_Known_highConfi
109879	MSMEG_0086	-0.182052246791371	EKDAtc2EKDnoAtc	CDS_Known_highConfi
109911	MSMEG_0086	0.156381371019938	EKDAtc2EKDnoAtc	CDS_Known_highConfi
109943	MSMEG_0086	0.317044705569388	EKDAtc2EKDnoAtc	CDS_Known_highConfi
110332	MSMEG_0086	-0.110398749340046	EKDAtc2EKDnoAtc	CDS_Known_highConfi
115962	MSMEG_0090	1.1090810704055	EKDAtc2EKDnoAtc	CDS_Known_highConfi
131684	MSMEG_0108	-0.639427099195183	EKDAtc2EKDnoAtc	CDS_Known_highConfi
131715	MSMEG_0108	-0.634393767718144	EKDAtc2EKDnoAtc	CDS_Known_highConfi
131720	MSMEG_0108	-0.561555892078893	EKDAtc2EKDnoAtc	CDS_Known_highConfi
131768	MSMEG_0108	-0.410996173556413	EKDAtc2EKDnoAtc	CDS_Known_highConfi
131774	MSMEG_0108	-0.407973894462308	EKDAtc2EKDnoAtc	CDS_Known_highConfi
131849	MSMEG_0108	-0.341701836589188	EKDAtc2EKDnoAtc	CDS_Known_highConfi
131852	MSMEG_0108	-0.297710452073718	EKDAtc2EKDnoAtc	CDS_Known_highConfi
131879	MSMEG_0108	-0.339117648623396	EKDAtc2EKDnoAtc	CDS_Known_highConfi
132065	MSMEG_0108	-0.132978307382242	EKDAtc2EKDnoAtc	CDS_Known_highConfi
132675	MSMEG_0108	0.543254736815901	EKDAtc2EKDnoAtc	CDS_Known_highConfi
134144	MSMEG_0109	0.177222041219663	EKDAtc2EKDnoAtc	CDS_Known_highConfi
134732	MSMEG_0110	0.425948366275737	EKDAtc2EKDnoAtc	CDS_Known_highConfi
150930	MSMEG_0130	0.581840335098967	EKDAtc2EKDnoAtc	CDS_Known_highConfi
169938	MSMEG_0147	-0.149773068167609	EKDAtc2EKDnoAtc	CDS_Known_highConfi
236463	MSMEG_0210	0.962943386480664	EKDAtc2EKDnoAtc	CDS_Known_highConfi
237122	MSMEG_0210	-0.119508152039295	EKDAtc2EKDnoAtc	CDS_Known_highConfi
239729	MSMEG_0212	-0.0825537604992711	EKDAtc2EKDnoAtc	CDS_Known_highConfi
250918	MSMEG_0225	-0.279351184342421	EKDAtc2EKDnoAtc	CDS_Known_highConfi
252766	MSMEG_0225	0.175432307502705	EKDAtc2EKDnoAtc	CDS_Known_highConfi
269722	MSMEG_0240	-0.0430462408148169	EKDAtc2EKDnoAtc	CDS_Known_highConfi
270239	MSMEG_0241	-0.53821863120712	EKDAtc2EKDnoAtc	CDS_Known_highConfi
270721	MSMEG_0241	0.255077699697781	EKDAtc2EKDnoAtc	CDS_Known_highConfi
270770	MSMEG_0241	0.248046955149368	EKDAtc2EKDnoAtc	CDS_Known_highConfi
270794	MSMEG_0241	0.440086938486999	EKDAtc2EKDnoAtc	CDS_Known_highConfi
271062	MSMEG_0241	0.45082283055156	EKDAtc2EKDnoAtc	CDS_Known_highConfi
271778	MSMEG_0241	0.146311380801724	EKDAtc2EKDnoAtc	CDS_Known_highConfi
280480	MSMEG_0250	-0.234430492323371	EKDAtc2EKDnoAtc	CDS_Known_highConfi
280703	MSMEG_0250	-0.256617190520368	EKDAtc2EKDnoAtc	CDS_Known_highConfi
281934	MSMEG_0250	-0.178918155222137	EKDAtc2EKDnoAtc	CDS_Known_highConfi
281966	MSMEG_0250	0.0285874648639422	EKDAtc2EKDnoAtc	CDS_Known_highConfi
282089	MSMEG_0250	0.194359226032424	EKDAtc2EKDnoAtc	CDS_Known_highConfi
283193	MSMEG_0250	0.636285305091892	EKDAtc2EKDnoAtc	CDS_Known_highConfi
283802	MSMEG_0251	-0.166695710929909	EKDAtc2EKDnoAtc	CDS_Known_highConfi
283857	MSMEG_0251	-0.132172552482116	EKDAtc2EKDnoAtc	CDS_Known_highConfi
284393	MSMEG_0252	-0.0460747017424201	EKDAtc2EKDnoAtc	CDS_Known_highConfi
345876	MSMEG_0313	0.212387435047072	EKDAtc2EKDnoAtc	CDS_Known_highConfi
346549	MSMEG_0314	-0.205234549101558	EKDAtc2EKDnoAtc	CDS_Known_highConfi
346580	MSMEG_0314	-0.221375287962766	EKDAtc2EKDnoAtc	CDS_Known_highConfi
346602	MSMEG_0314	-0.170693633736902	EKDAtc2EKDnoAtc	CDS_Known_highConfi
347013	MSMEG_0314	0.104295575683513	EKDAtc2EKDnoAtc	CDS_Known_highConfi
347315	MSMEG_0314	0.0194108086061409	EKDAtc2EKDnoAtc	CDS_Known_highConfi
347490	MSMEG_0314	-0.226001981596267	EKDAtc2EKDnoAtc	CDS_Known_highConfi
347516	MSMEG_0314	-0.221377296785301	EKDAtc2EKDnoAtc	CDS_Known_highConfi
347544	MSMEG_0314	-0.140028771178973	EKDAtc2EKDnoAtc	CDS_Known_highConfi
351231	MSMEG_0317	-0.0431173605848874	EKDAtc2EKDnoAtc	CDS_Known_highConfi
351556	MSMEG_0317	-0.0297362745309289	EKDAtc2EKDnoAtc	CDS_Known_highConfi
357403	MSMEG_0321	0.0905575365183523	EKDAtc2EKDnoAtc	CDS_Known_highConfi
366125	MSMEG_0330	0.391066354983901	EKDAtc2EKDnoAtc	CDS_Known_highConfi
367656	MSMEG_0331	0.458909888196882	EKDAtc2EKDnoAtc	CDS_Known_highConfi
398195	MSMEG_0359	0.610665861661117	EKDAtc2EKDnoAtc	CDS_Known_highConfi
