nt_pos	gene	log2_ratio	compare	scope
1152	MSMEG_0001	-0.103183607672333	EKDAtc2EKDnoAtc	CDS_Known_highConfi
1573	MSMEG_0001	-0.0554722825037341	EKDAtc2EKDnoAtc	CDS_Known_highConfi
1652	MSMEG_0001	-0.0347686465817679	EKDAtc2EKDnoAtc	CDS_Known_highConfi
1656	MSMEG_0001	-0.066514375687912	EKDAtc2EKDnoAtc	CDS_Known_highConfi
2294	MSMEG_0002	0.135843021771208	EKDAtc2EKDnoAtc	CDS_Known_highConfi
4041	MSMEG_0004	0.179796485531197	EKDAtc2EKDnoAtc	CDS_Known_highConfi
4161	MSMEG_0004	-0.140053923305488	EKDAtc2EKDnoAtc	CDS_Known_highConfi
5135	MSMEG_0005	-0.0211379914663035	EKDAtc2EKDnoAtc	CDS_Known_highConfi
9876	MSMEG_0007	-1.25191191656709	EKDAtc2EKDnoAtc	CDS_Known_highConfi
45232	MSMEG_0024	-0.463792559853531	EKDAtc2EKDnoAtc	CDS_Known_highConfi
61668	MSMEG_0044	0.388861148579888	EKDAtc2EKDnoAtc	CDS_Known_highConfi
61964	MSMEG_0044	-0.0430233162320054	EKDAtc2EKDnoAtc	CDS_Known_highConfi
62493	MSMEG_0044	-0.184580362622083	EKDAtc2EKDnoAtc	CDS_Known_highConfi
62705	MSMEG_0044	0.0850932990770546	EKDAtc2EKDnoAtc	CDS_Known_highConfi
65950	MSMEG_0045	-0.290951226998875	EKDAtc2EKDnoAtc	CDS_Known_highConfi
69940	MSMEG_0050	0.220423826666948	EKDAtc2EKDnoAtc	CDS_Known_highConfi
75889	MSMEG_0055	-0.309896887755317	EKDAtc2EKDnoAtc	CDS_Known_highConfi
76100	MSMEG_0055	-0.204530597781486	EKDAtc2EKDnoAtc	CDS_Known_highConfi
76485	MSMEG_0056	0.0974750991992779	EKDAtc2EKDnoAtc	CDS_Known_highConfi
82442	MSMEG_0061	-0.258479778982876	EKDAtc2EKDnoAtc	CDS_Known_highConfi
82915	MSMEG_0061	-0.00797468315683712	EKDAtc2EKDnoAtc	CDS_Known_highConfi
83037	MSMEG_0061	0.0062631279433764	EKDAtc2EKDnoAtc	CDS_Known_highConfi
83497	MSMEG_0062	-0.175925623598891	EKDAtc2EKDnoAtc	CDS_Known_highConfi
83776	MSMEG_0062	-0.00806132622568267	EKDAtc2EKDnoAtc	CDS_Known_highConfi
86881	MSMEG_0064	0.476714779125509	EKDAtc2EKDnoAtc	CDS_Known_highConfi
86899	MSMEG_0064	0.488015409999621	EKDAtc2EKDnoAtc	CDS_Known_highConfi
88273	MSMEG_0067	0.180009672462681	EKDAtc2EKDnoAtc	CDS_Known_highConfi
93439	MSMEG_0071	0.320183265013011	EKDAtc2EKDnoAtc	CDS_Known_highConfi
93473	MSMEG_0071	0.231066797020031	EKDAtc2EKDnoAtc	CDS_Known_highConfi
93517	MSMEG_0071	-0.00300293525333439	EKDAtc2EKDnoAtc	CDS_Known_highConfi
93524	MSMEG_0071	-0.0125499865927281	EKDAtc2EKDnoAtc	CDS_Known_highConfi
94569	MSMEG_0071	-0.168353043273263	EKDAtc2EKDnoAtc	CDS_Known_highConfi
94694	MSMEG_0071	-0.265357295551071	EKDAtc2EKDnoAtc	CDS_Known_highConfi
99933	MSMEG_0076	0.223165380856836	EKDAtc2EKDnoAtc	CDS_Known_highConfi
101276	MSMEG_0076	-0.953190942159575	EKDAtc2EKDnoAtc	CDS_Known_highConfi
112899	MSMEG_0088	-0.613272715135496	EKDAtc2EKDnoAtc	CDS_Known_highConfi
118911	MSMEG_0093	-0.288046771617789	EKDAtc2EKDnoAtc	CDS_Known_highConfi
118917	MSMEG_0093	-0.352101287287372	EKDAtc2EKDnoAtc	CDS_Known_highConfi
118950	MSMEG_0093	-0.422547476201707	EKDAtc2EKDnoAtc	CDS_Known_highConfi
118959	MSMEG_0093	-0.373867297136434	EKDAtc2EKDnoAtc	CDS_Known_highConfi
123316	MSMEG_0101	0.130300942014052	EKDAtc2EKDnoAtc	CDS_Known_highConfi
141973	MSMEG_0120	0.246598377210619	EKDAtc2EKDnoAtc	CDS_Known_highConfi
142148	MSMEG_0120	0.0835213799224423	EKDAtc2EKDnoAtc	CDS_Known_highConfi
142933	MSMEG_0121	-0.326877876815692	EKDAtc2EKDnoAtc	CDS_Known_highConfi
151488	MSMEG_0131	0.234652946790926	EKDAtc2EKDnoAtc	CDS_Known_highConfi
151495	MSMEG_0131	0.205643501476039	EKDAtc2EKDnoAtc	CDS_Known_highConfi
151794	MSMEG_0131	0.286422222897204	EKDAtc2EKDnoAtc	CDS_Known_highConfi
152208	MSMEG_0131	-0.283315476234862	EKDAtc2EKDnoAtc	CDS_Known_highConfi
152252	MSMEG_0131	-0.346888324374234	EKDAtc2EKDnoAtc	CDS_Known_highConfi
152424	MSMEG_0131	0.0231536898821756	EKDAtc2EKDnoAtc	CDS_Known_highConfi
152436	MSMEG_0131	0.0807811380683411	EKDAtc2EKDnoAtc	CDS_Known_highConfi
152514	MSMEG_0131	0.137052157703357	EKDAtc2EKDnoAtc	CDS_Known_highConfi
152841	MSMEG_0131	0.0812752526726863	EKDAtc2EKDnoAtc	CDS_Known_highConfi
155299	MSMEG_0134	0.225695229844297	EKDAtc2EKDnoAtc	CDS_Known_highConfi
155627	MSMEG_0134	-0.055958589034588	EKDAtc2EKDnoAtc	CDS_Known_highConfi
155690	MSMEG_0134	-0.146394100774457	EKDAtc2EKDnoAtc	CDS_Known_highConfi
155870	MSMEG_0134	0.0407300340408213	EKDAtc2EKDnoAtc	CDS_Known_highConfi
155908	MSMEG_0134	-0.000157789465136285	EKDAtc2EKDnoAtc	CDS_Known_highConfi
156037	MSMEG_0135	-0.155343622653592	EKDAtc2EKDnoAtc	CDS_Known_highConfi
156953	MSMEG_0135	-0.0749952532961838	EKDAtc2EKDnoAtc	CDS_Known_highConfi
157506	MSMEG_0136	-0.149508270432323	EKDAtc2EKDnoAtc	CDS_Known_highConfi
158188	MSMEG_0136	-0.11486789286625	EKDAtc2EKDnoAtc	CDS_Known_highConfi
158244	MSMEG_0136	-0.18994892283266	EKDAtc2EKDnoAtc	CDS_Known_highConfi
158310	MSMEG_0136	-0.131262646913507	EKDAtc2EKDnoAtc	CDS_Known_highConfi
158460	MSMEG_0136	0.171101310673866	EKDAtc2EKDnoAtc	CDS_Known_highConfi
158577	MSMEG_0136	-0.0885723669810054	EKDAtc2EKDnoAtc	CDS_Known_highConfi
158634	MSMEG_0137	-0.253535787391503	EKDAtc2EKDnoAtc	CDS_Known_highConfi
158649	MSMEG_0137	-0.239989693958574	EKDAtc2EKDnoAtc	CDS_Known_highConfi
158829	MSMEG_0137	-0.123398486657099	EKDAtc2EKDnoAtc	CDS_Known_highConfi
159562	MSMEG_0137	0.0648321891263182	EKDAtc2EKDnoAtc	CDS_Known_highConfi
159567	MSMEG_0137	0.0865955524226809	EKDAtc2EKDnoAtc	CDS_Known_highConfi
159636	MSMEG_0137	0.171666782186486	EKDAtc2EKDnoAtc	CDS_Known_highConfi
