nt_pos	gene	log2_ratio	compare	scope
48326	MSMEG_0028	0.202642003837205	EKDAtc2EKDnoAtc	CDS_Known_medConfi
48767	MSMEG_0028	-0.00021030381384132	EKDAtc2EKDnoAtc	CDS_Known_medConfi
48840	MSMEG_0028	-0.216928096032865	EKDAtc2EKDnoAtc	CDS_Known_medConfi
48946	MSMEG_0028	0.0813253678003559	EKDAtc2EKDnoAtc	CDS_Known_medConfi
48991	MSMEG_0028	0.0559259260654906	EKDAtc2EKDnoAtc	CDS_Known_medConfi
49161	MSMEG_0028	-0.126292286902422	EKDAtc2EKDnoAtc	CDS_Known_medConfi
49271	MSMEG_0028	0.17884075331822	EKDAtc2EKDnoAtc	CDS_Known_medConfi
49881	MSMEG_0028	0.0594511536794868	EKDAtc2EKDnoAtc	CDS_Known_medConfi
49941	MSMEG_0028	-0.0387733502150116	EKDAtc2EKDnoAtc	CDS_Known_medConfi
50144	MSMEG_0030	-0.631795570654142	EKDAtc2EKDnoAtc	CDS_Known_medConfi
50224	MSMEG_0030	-0.426898833945884	EKDAtc2EKDnoAtc	CDS_Known_medConfi
50282	MSMEG_0030	-0.406834521679694	EKDAtc2EKDnoAtc	CDS_Known_medConfi
50425	MSMEG_0030	0.31917338185829	EKDAtc2EKDnoAtc	CDS_Known_medConfi
50582	MSMEG_0030	0.447938237180906	EKDAtc2EKDnoAtc	CDS_Known_medConfi
50618	MSMEG_0030	0.402710767513825	EKDAtc2EKDnoAtc	CDS_Known_medConfi
50652	MSMEG_0030	0.408613730962548	EKDAtc2EKDnoAtc	CDS_Known_medConfi
51038	MSMEG_0030	-0.125616360932275	EKDAtc2EKDnoAtc	CDS_Known_medConfi
51179	MSMEG_0030	-0.0759504919967395	EKDAtc2EKDnoAtc	CDS_Known_medConfi
51592	MSMEG_0031	0.0535327476188143	EKDAtc2EKDnoAtc	CDS_Known_medConfi
51720	MSMEG_0031	0.260371953935008	EKDAtc2EKDnoAtc	CDS_Known_medConfi
51747	MSMEG_0031	0.344353823520284	EKDAtc2EKDnoAtc	CDS_Known_medConfi
51777	MSMEG_0031	0.286974833594021	EKDAtc2EKDnoAtc	CDS_Known_medConfi
52207	MSMEG_0031	0.100849313084897	EKDAtc2EKDnoAtc	CDS_Known_medConfi
52286	MSMEG_0031	0.121480647568229	EKDAtc2EKDnoAtc	CDS_Known_medConfi
52491	MSMEG_0031	-0.460347511464972	EKDAtc2EKDnoAtc	CDS_Known_medConfi
52773	MSMEG_0031	-0.35202055076702	EKDAtc2EKDnoAtc	CDS_Known_medConfi
53531	MSMEG_0032	0.26967247099903	EKDAtc2EKDnoAtc	CDS_Known_medConfi
53825	MSMEG_0032	-0.116090243619174	EKDAtc2EKDnoAtc	CDS_Known_medConfi
54264	MSMEG_0032	0.227811673139641	EKDAtc2EKDnoAtc	CDS_Known_medConfi
54347	MSMEG_0033	0.230619791285492	EKDAtc2EKDnoAtc	CDS_Known_medConfi
54366	MSMEG_0033	0.311095972324596	EKDAtc2EKDnoAtc	CDS_Known_medConfi
54433	MSMEG_0033	0.0518350511667797	EKDAtc2EKDnoAtc	CDS_Known_medConfi
54634	MSMEG_0033	-0.209044079893249	EKDAtc2EKDnoAtc	CDS_Known_medConfi
54972	MSMEG_0033	0.284204331542062	EKDAtc2EKDnoAtc	CDS_Known_medConfi
55031	MSMEG_0033	0.303045956637519	EKDAtc2EKDnoAtc	CDS_Known_medConfi
55087	MSMEG_0033	0.483412245081796	EKDAtc2EKDnoAtc	CDS_Known_medConfi
55123	MSMEG_0033	0.365254019151721	EKDAtc2EKDnoAtc	CDS_Known_medConfi
55255	MSMEG_0033	0.05476056490699	EKDAtc2EKDnoAtc	CDS_Known_medConfi
55268	MSMEG_0033	0.0471378313428814	EKDAtc2EKDnoAtc	CDS_Known_medConfi
55285	MSMEG_0033	0.011424683876069	EKDAtc2EKDnoAtc	CDS_Known_medConfi
55348	MSMEG_0033	0.0659351396511886	EKDAtc2EKDnoAtc	CDS_Known_medConfi
55403	MSMEG_0033	0.124105675600162	EKDAtc2EKDnoAtc	CDS_Known_medConfi
55533	MSMEG_0033	0.0141102187442909	EKDAtc2EKDnoAtc	CDS_Known_medConfi
56953	MSMEG_0035	-0.343381132432497	EKDAtc2EKDnoAtc	CDS_Known_medConfi
56990	MSMEG_0035	-0.223058466331248	EKDAtc2EKDnoAtc	CDS_Known_medConfi
57020	MSMEG_0035	-0.16822690374812	EKDAtc2EKDnoAtc	CDS_Known_medConfi
57467	MSMEG_0035	0.45818576008408	EKDAtc2EKDnoAtc	CDS_Known_medConfi
57535	MSMEG_0035	0.666641951695925	EKDAtc2EKDnoAtc	CDS_Known_medConfi
74063	MSMEG_0053	0.218375985041653	EKDAtc2EKDnoAtc	CDS_Known_medConfi
101794	MSMEG_0077	0.163313710229112	EKDAtc2EKDnoAtc	CDS_Known_medConfi
101797	MSMEG_0077	0.158759559902348	EKDAtc2EKDnoAtc	CDS_Known_medConfi
101803	MSMEG_0077	0.159725440094187	EKDAtc2EKDnoAtc	CDS_Known_medConfi
101829	MSMEG_0077	0.09243938524782	EKDAtc2EKDnoAtc	CDS_Known_medConfi
101851	MSMEG_0077	0.123792034300915	EKDAtc2EKDnoAtc	CDS_Known_medConfi
101917	MSMEG_0077	-0.0328989595481994	EKDAtc2EKDnoAtc	CDS_Known_medConfi
102440	MSMEG_0078	-0.0834811991462407	EKDAtc2EKDnoAtc	CDS_Known_medConfi
102617	MSMEG_0078	0.0153903045200105	EKDAtc2EKDnoAtc	CDS_Known_medConfi
102635	MSMEG_0078	0.271849110353342	EKDAtc2EKDnoAtc	CDS_Known_medConfi
104621	MSMEG_0082	-0.306120037365267	EKDAtc2EKDnoAtc	CDS_Known_medConfi
104678	MSMEG_0082	-0.263722156635095	EKDAtc2EKDnoAtc	CDS_Known_medConfi
104699	MSMEG_0082	-0.189452202405622	EKDAtc2EKDnoAtc	CDS_Known_medConfi
